author_year,study,cluster,group,case,phase,session,outcome,B1,T1,B2,T2,T3,T4,P,M1,G1
Freeman-Green et al. (2015),3,2,2,5,Baseline 1,7,0,1,0,0,0,0,0,0,0,0
Freeman-Green et al. (2015),3,2,2,5,Baseline 1,8,0,1,0,0,0,0,0,0,0,0
Freeman-Green et al. (2015),3,2,2,5,Generalization,9,0,0,0,0,0,0,0,0,0,1
Freeman-Green et al. (2015),3,2,2,5,Baseline 1,10,0,1,0,0,0,0,0,0,0,0
Freeman-Green et al. (2015),3,2,2,5,Intervention 1,11,70,0,1,0,0,0,0,0,0,0
Freeman-Green et al. (2015),3,2,2,5,Intervention 1,12,80,0,1,0,0,0,0,0,0,0
Freeman-Green et al. (2015),3,2,2,5,Intervention 1,13,80,0,1,0,0,0,0,0,0,0
Freeman-Green et al. (2015),3,2,2,5,Intervention 1,14,90,0,1,0,0,0,0,0,0,0
Freeman-Green et al. (2015),3,2,2,5,Intervention 1,15,90,0,1,0,0,0,0,0,0,0
Freeman-Green et al. (2015),3,2,2,5,Generalization,22,80,0,0,0,0,0,0,0,0,1
Freeman-Green et al. (2015),3,2,2,5,Maintenance,24,100,0,0,0,0,0,0,0,1,0
Freeman-Green et al. (2015),3,2,2,5,Maintenance,26,90,0,0,0,0,0,0,0,1,0
Freeman-Green et al. (2015),3,2,2,6,Baseline 1,4,0,1,0,0,0,0,0,0,0,0
Freeman-Green et al. (2015),3,2,2,6,Baseline 1,5,0,1,0,0,0,0,0,0,0,0
Freeman-Green et al. (2015),3,2,2,6,Baseline 1,6,0,1,0,0,0,0,0,0,0,0
Freeman-Green et al. (2015),3,2,2,6,Baseline 1,7,0,1,0,0,0,0,0,0,0,0
Freeman-Green et al. (2015),3,2,2,6,Baseline 1,8,0,1,0,0,0,0,0,0,0,0
Freeman-Green et al. (2015),3,2,2,6,Generalization,9,0,0,0,0,0,0,0,0,0,1
Freeman-Green et al. (2015),3,2,2,6,Baseline 1,10,0,1,0,0,0,0,0,0,0,0
Freeman-Green et al. (2015),3,2,2,6,Baseline 1,15,0,1,0,0,0,0,0,0,0,0
Freeman-Green et al. (2015),3,2,2,6,Intervention 1,16,70,0,1,0,0,0,0,0,0,0
Freeman-Green et al. (2015),3,2,2,6,Intervention 1,17,80,0,1,0,0,0,0,0,0,0
Freeman-Green et al. (2015),3,2,2,6,Intervention 1,18,100,0,1,0,0,0,0,0,0,0
Freeman-Green et al. (2015),3,2,2,6,Intervention 1,19,70,0,1,0,0,0,0,0,0,0
Freeman-Green et al. (2015),3,2,2,6,Intervention 1,20,90,0,1,0,0,0,0,0,0,0
Freeman-Green et al. (2015),3,2,2,6,Generalization,22,70,0,0,0,0,0,0,0,0,1
Freeman-Green et al. (2015),3,2,2,6,Maintenance,23,80,0,0,0,0,0,0,0,1,0
Freeman-Green et al. (2015),3,2,2,6,Maintenance,24,70,0,0,0,0,0,0,0,1,0
Jitendra et al. (1999),4,1,1,1,Baseline 1,1,59,1,0,0,0,0,0,0,0,0
Jitendra et al. (1999),4,1,1,1,Baseline 1,2,68,1,0,0,0,0,0,0,0,0
Jitendra et al. (1999),4,1,1,1,Baseline 1,3,92,1,0,0,0,0,0,0,0,0
Jitendra et al. (1999),4,1,1,1,Intervention 1,6,82,0,1,0,0,0,0,0,0,0
Jitendra et al. (1999),4,1,1,1,Intervention 1,7,82,0,1,0,0,0,0,0,0,0
Jitendra et al. (1999),4,1,1,1,Intervention 1,8,98,0,1,0,0,0,0,0,0,0
Jitendra et al. (1999),4,1,1,1,Intervention 2,11,81,0,0,0,1,0,0,0,0,0
Jitendra et al. (1999),4,1,1,1,Intervention 2,12,90,0,0,0,1,0,0,0,0,0
Jitendra et al. (1999),4,1,1,1,Maintenance,15,100,0,0,0,0,0,0,0,1,0
Jitendra et al. (1999),4,1,1,1,Maintenance,16,98,0,0,0,0,0,0,0,1,0
Jitendra et al. (1999),4,1,1,2,Baseline 1,1,43,1,0,0,0,0,0,0,0,0
Jitendra et al. (1999),4,1,1,2,Baseline 1,4,67,1,0,0,0,0,0,0,0,0
Jitendra et al. (1999),4,1,1,2,Baseline 1,6,49,1,0,0,0,0,0,0,0,0
Jitendra et al. (1999),4,1,1,2,Intervention 1,9,83,0,1,0,0,0,0,0,0,0
Jitendra et al. (1999),4,1,1,2,Intervention 1,10,67,0,1,0,0,0,0,0,0,0
Jitendra et al. (1999),4,1,1,2,Intervention 1,11,50,0,1,0,0,0,0,0,0,0
Jitendra et al. (1999),4,1,1,2,Intervention 2,14,84,0,0,0,1,0,0,0,0,0
Jitendra et al. (1999),4,1,1,2,Intervention 2,15,65,0,0,0,1,0,0,0,0,0
Jitendra et al. (1999),4,1,1,2,Maintenance,18,70,0,0,0,0,0,0,0,1,0
Jitendra et al. (1999),4,1,1,2,Maintenance,19,84,0,0,0,0,0,0,0,1,0
Jitendra et al. (1999),4,1,1,3,Baseline 1,1,48,1,0,0,0,0,0,0,0,0
Jitendra et al. (1999),4,1,1,3,Baseline 1,3,65,1,0,0,0,0,0,0,0,0
Jitendra et al. (1999),4,1,1,3,Baseline 1,6,33,1,0,0,0,0,0,0,0,0
Jitendra et al. (1999),4,1,1,3,Baseline 1,9,49,1,0,0,0,0,0,0,0,0
Jitendra et al. (1999),4,1,1,3,Intervention 1,12,48,0,1,0,0,0,0,0,0,0
Jitendra et al. (1999),4,1,1,3,Intervention 1,13,83,0,1,0,0,0,0,0,0,0
Jitendra et al. (1999),4,1,1,3,Intervention 1,14,59,0,1,0,0,0,0,0,0,0
Jitendra et al. (1999),4,1,1,3,Intervention 1,15,57,0,1,0,0,0,0,0,0,0
Jitendra et al. (1999),4,1,1,3,Intervention 2,18,66,0,0,0,1,0,0,0,0,0
Jitendra et al. (1999),4,1,1,3,Intervention 2,19,94,0,0,0,1,0,0,0,0,0
Jitendra et al. (1999),4,1,1,3,Maintenance,22,66,0,0,0,0,0,0,0,1,0
Jitendra et al. (1999),4,1,1,3,Maintenance,23,100,0,0,0,0,0,0,0,1,0
Jitendra et al. (1999),4,1,1,4,Baseline 1,1,50,1,0,0,0,0,0,0,0,0
Jitendra et al. (1999),4,1,1,4,Baseline 1,6,57,1,0,0,0,0,0,0,0,0
Jitendra et al. (1999),4,1,1,4,Baseline 1,12,32,1,0,0,0,0,0,0,0,0
Jitendra et al. (1999),4,1,1,4,Intervention 1,15,85,0,1,0,0,0,0,0,0,0
Jitendra et al. (1999),4,1,1,4,Intervention 1,16,49,0,1,0,0,0,0,0,0,0
Jitendra et al. (1999),4,1,1,4,Intervention 1,17,83,0,1,0,0,0,0,0,0,0
Jitendra et al. (1999),4,1,1,4,Intervention 2,20,100,0,0,0,1,0,0,0,0,0
Jitendra et al. (1999),4,1,1,4,Intervention 2,21,91,0,0,0,1,0,0,0,0,0
Jitendra et al. (1999),4,1,1,4,Maintenance,24,100,0,0,0,0,0,0,0,1,0
Jitendra et al. (1999),4,1,1,4,Maintenance,25,60,0,0,0,0,0,0,0,1,0
Jitendra et al. (1999),4,2,1,1,Baseline 1,1,51,1,0,0,0,0,0,0,0,0
Jitendra et al. (1999),4,2,1,1,Baseline 1,2,36,1,0,0,0,0,0,0,0,0
Jitendra et al. (1999),4,2,1,1,Baseline 1,3,24,1,0,0,0,0,0,0,0,0
Jitendra et al. (1999),4,2,1,1,Generalization,6,48,0,0,0,0,0,0,0,0,1
Jitendra et al. (1999),4,2,1,1,Generalization,7,61,0,0,0,0,0,0,0,0,1
Jitendra et al. (1999),4,2,1,1,Generalization,8,99,0,0,0,0,0,0,0,0,1
Jitendra et al. (1999),4,2,1,1,Intervention 1,11,68,0,1,0,0,0,0,0,0,0
Jitendra et al. (1999),4,2,1,1,Intervention 1,12,98,0,1,0,0,0,0,0,0,0
Jitendra et al. (1999),4,2,1,1,Maintenance,15,80,0,0,0,0,0,0,0,1,0
Jitendra et al. (1999),4,2,1,1,Maintenance,16,98,0,0,0,0,0,0,0,1,0
Jitendra et al. (1999),4,2,1,2,Baseline 1,1,37,1,0,0,0,0,0,0,0,0
Jitendra et al. (1999),4,2,1,2,Baseline 1,4,13,1,0,0,0,0,0,0,0,0
Jitendra et al. (1999),4,2,1,2,Baseline 1,6,24,1,0,0,0,0,0,0,0,0
Jitendra et al. (1999),4,2,1,2,Generalization,9,48,0,0,0,0,0,0,0,0,1
Jitendra et al. (1999),4,2,1,2,Generalization,10,82,0,0,0,0,0,0,0,0,1
Jitendra et al. (1999),4,2,1,2,Generalization,11,87,0,0,0,0,0,0,0,0,1
Jitendra et al. (1999),4,2,1,2,Intervention 1,14,87,0,1,0,0,0,0,0,0,0
Jitendra et al. (1999),4,2,1,2,Intervention 1,15,87,0,1,0,0,0,0,0,0,0
Jitendra et al. (1999),4,2,1,2,Maintenance,18,60,0,0,0,0,0,0,0,1,0
Jitendra et al. (1999),4,2,1,2,Maintenance,19,90,0,0,0,0,0,0,0,1,0
Jitendra et al. (1999),4,2,1,3,Baseline 1,1,0,1,0,0,0,0,0,0,0,0
Jitendra et al. (1999),4,2,1,3,Baseline 1,3,0,1,0,0,0,0,0,0,0,0
Jitendra et al. (1999),4,2,1,3,Baseline 1,6,12,1,0,0,0,0,0,0,0,0
Jitendra et al. (1999),4,2,1,3,Baseline 1,9,0,1,0,0,0,0,0,0,0,0
Jitendra et al. (1999),4,2,1,3,Generalization,12,1,0,0,0,0,0,0,0,0,1
Jitendra et al. (1999),4,2,1,3,Generalization,13,1,0,0,0,0,0,0,0,0,1
Jitendra et al. (1999),4,2,1,3,Generalization,14,25,0,0,0,0,0,0,0,0,1
Jitendra et al. (1999),4,2,1,3,Generalization,15,0,0,0,0,0,0,0,0,0,1
Jitendra et al. (1999),4,2,1,3,Intervention 1,18,87,0,1,0,0,0,0,0,0,0
Jitendra et al. (1999),4,2,1,3,Intervention 1,19,100,0,1,0,0,0,0,0,0,0
Jitendra et al. (1999),4,2,1,3,Maintenance,22,60,0,0,0,0,0,0,0,1,0
Jitendra et al. (1999),4,2,1,3,Maintenance,23,60,0,0,0,0,0,0,0,1,0
Jitendra et al. (1999),4,2,1,4,Baseline 1,1,1,1,0,0,0,0,0,0,0,0
Jitendra et al. (1999),4,2,1,4,Baseline 1,6,1,1,0,0,0,0,0,0,0,0
Jitendra et al. (1999),4,2,1,4,Baseline 1,12,1,1,0,0,0,0,0,0,0,0
Jitendra et al. (1999),4,2,1,4,Generalization,15,24,0,0,0,0,0,0,0,0,1
Jitendra et al. (1999),4,2,1,4,Generalization,16,19,0,0,0,0,0,0,0,0,1
Jitendra et al. (1999),4,2,1,4,Generalization,17,36,0,0,0,0,0,0,0,0,1
Jitendra et al. (1999),4,2,1,4,Intervention 1,20,74,0,1,0,0,0,0,0,0,0
Jitendra et al. (1999),4,2,1,4,Intervention 1,21,80,0,1,0,0,0,0,0,0,0
Jitendra et al. (1999),4,2,1,4,Maintenance,24,74,0,0,0,0,0,0,0,1,0
Jitendra et al. (1999),4,2,1,4,Maintenance,25,99,0,0,0,0,0,0,0,1,0
Jitendra et al. (2002),5,1,1,1,Baseline 1,1,33,1,0,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,1,Baseline 1,2,50,1,0,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,1,Baseline 1,3,50,1,0,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,1,Intervention 1,5,100,0,1,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,1,Intervention 1,6,100,0,1,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,1,Intervention 1,7,100,0,1,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,1,Probe,9,67,0,0,0,0,0,0,1,0,0
Jitendra et al. (2002),5,1,1,1,Probe,10,50,0,0,0,0,0,0,1,0,0
Jitendra et al. (2002),5,1,1,1,Intervention 2,12,100,0,0,0,1,0,0,0,0,0
Jitendra et al. (2002),5,1,1,1,Intervention 2,13,100,0,0,0,1,0,0,0,0,0
Jitendra et al. (2002),5,1,1,1,Intervention 2,14,100,0,0,0,1,0,0,0,0,0
Jitendra et al. (2002),5,1,1,1,Probe,16,100,0,0,0,0,0,0,1,0,0
Jitendra et al. (2002),5,1,1,1,Probe,17,100,0,0,0,0,0,0,1,0,0
Jitendra et al. (2002),5,1,1,1,Probe,18,100,0,0,0,0,0,0,1,0,0
Jitendra et al. (2002),5,1,1,1,Maintenance,31,100,0,0,0,0,0,0,0,1,0
Jitendra et al. (2002),5,1,1,1,Maintenance,43,100,0,0,0,0,0,0,0,1,0
Jitendra et al. (2002),5,1,1,1,Maintenance,46,83,0,0,0,0,0,0,0,1,0
Jitendra et al. (2002),5,1,1,1,Maintenance,49,100,0,0,0,0,0,0,0,1,0
Jitendra et al. (2002),5,1,1,2,Baseline 1,1,33,1,0,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,2,Baseline 1,2,50,1,0,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,2,Baseline 1,3,67,1,0,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,2,Baseline 1,4,67,1,0,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,2,Baseline 1,16,67,1,0,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,2,Baseline 1,17,50,1,0,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,2,Baseline 1,18,17,1,0,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,2,Intervention 1,19,100,0,1,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,2,Intervention 1,20,100,0,1,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,2,Intervention 1,21,100,0,1,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,2,Probe,23,67,0,0,0,0,0,0,1,0,0
Jitendra et al. (2002),5,1,1,2,Probe,24,50,0,0,0,0,0,0,1,0,0
Jitendra et al. (2002),5,1,1,2,Intervention 2,26,100,0,0,0,1,0,0,0,0,0
Jitendra et al. (2002),5,1,1,2,Intervention 2,27,100,0,0,0,1,0,0,0,0,0
Jitendra et al. (2002),5,1,1,2,Intervention 2,28,100,0,0,0,1,0,0,0,0,0
Jitendra et al. (2002),5,1,1,2,Probe,30,100,0,0,0,0,0,0,1,0,0
Jitendra et al. (2002),5,1,1,2,Probe,31,100,0,0,0,0,0,0,1,0,0
Jitendra et al. (2002),5,1,1,2,Maintenance,35,100,0,0,0,0,0,0,0,1,0
Jitendra et al. (2002),5,1,1,2,Maintenance,37,100,0,0,0,0,0,0,0,1,0
Jitendra et al. (2002),5,1,1,2,Maintenance,44,83,0,0,0,0,0,0,0,1,0
Jitendra et al. (2002),5,1,1,2,Maintenance,48,100,0,0,0,0,0,0,0,1,0
Jitendra et al. (2002),5,1,1,2,Maintenance,49,100,0,0,0,0,0,0,0,1,0
Jitendra et al. (2002),5,1,1,3,Baseline 1,1,33,1,0,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,3,Baseline 1,2,50,1,0,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,3,Baseline 1,3,50,1,0,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,3,Baseline 1,30,33,1,0,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,3,Baseline 1,31,17,1,0,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,3,Intervention 1,32,100,0,1,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,3,Intervention 1,33,100,0,1,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,3,Intervention 1,34,100,0,1,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,3,Probe,23,67,0,0,0,0,0,0,1,0,0
Jitendra et al. (2002),5,1,1,3,Probe,24,50,0,0,0,0,0,0,1,0,0
Jitendra et al. (2002),5,1,1,3,Intervention 2,26,100,0,0,0,1,0,0,0,0,0
Jitendra et al. (2002),5,1,1,3,Intervention 2,27,100,0,0,0,1,0,0,0,0,0
Jitendra et al. (2002),5,1,1,3,Intervention 2,28,100,0,0,0,1,0,0,0,0,0
Jitendra et al. (2002),5,1,1,3,Probe,30,100,0,0,0,0,0,0,1,0,0
Jitendra et al. (2002),5,1,1,3,Probe,31,100,0,0,0,0,0,0,1,0,0
Jitendra et al. (2002),5,1,1,3,Maintenance,47,100,0,0,0,0,0,0,0,1,0
Jitendra et al. (2002),5,1,1,3,Maintenance,49,100,0,0,0,0,0,0,0,1,0
Jitendra et al. (2002),5,1,1,4,Baseline 1,35,33,1,0,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,4,Baseline 1,36,33,1,0,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,4,Baseline 1,37,50,1,0,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,4,Baseline 1,38,0,1,0,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,4,Intervention 1,39,100,0,1,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,4,Intervention 1,40,100,0,1,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,4,Intervention 1,41,100,0,1,0,0,0,0,0,0,0
Jitendra et al. (2002),5,1,1,4,Probe,23,67,0,0,0,0,0,0,1,0,0
Jitendra et al. (2002),5,1,1,4,Probe,24,50,0,0,0,0,0,0,1,0,0
Jitendra et al. (2002),5,1,1,4,Intervention 2,26,100,0,0,0,1,0,0,0,0,0
Jitendra et al. (2002),5,1,1,4,Intervention 2,27,100,0,0,0,1,0,0,0,0,0
Jitendra et al. (2002),5,1,1,4,Intervention 2,28,100,0,0,0,1,0,0,0,0,0
Jitendra et al. (2002),5,1,1,4,Probe,30,100,0,0,0,0,0,0,1,0,0
Jitendra et al. (2002),5,1,1,4,Probe,31,100,0,0,0,0,0,0,1,0,0
Jitendra & Hoff (1996),6,1,1,1,Baseline 1,1,20,1,0,0,0,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,1,Baseline 1,2,10,1,0,0,0,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,1,Baseline 1,3,30,1,0,0,0,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,1,Intervention 1,4,100,0,1,0,0,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,1,Intervention 1,5,87,0,1,0,0,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,1,Intervention 1,6,99,0,1,0,0,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,1,Intervention 1,7,87,0,1,0,0,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,1,Intervention 1,8,99,0,1,0,0,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,1,Intervention 1,9,99,0,1,0,0,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,1,Probe,10,42,0,0,0,0,0,0,1,0,0
Jitendra & Hoff (1996),6,1,1,1,Intervention 2,11,100,0,0,0,1,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,1,Intervention 2,12,86,0,0,0,1,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,1,Intervention 2,13,98,0,0,0,1,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,1,Intervention 2,14,98,0,0,0,1,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,1,Intervention 2,15,99,0,0,0,1,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,1,Probe,16,94,0,0,0,0,0,0,1,0,0
Jitendra & Hoff (1996),6,1,1,1,Probe,17,95,0,0,0,0,0,0,1,0,0
Jitendra & Hoff (1996),6,1,1,1,Probe,18,79,0,0,0,0,0,0,1,0,0
Jitendra & Hoff (1996),6,1,1,1,Maintenance,19,75,0,0,0,0,0,0,0,1,0
Jitendra & Hoff (1996),6,1,1,1,Maintenance,20,65,0,0,0,0,0,0,0,1,0
Jitendra & Hoff (1996),6,1,1,2,Baseline 1,1,25,1,0,0,0,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,2,Baseline 1,2,25,1,0,0,0,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,2,Baseline 1,3,40,1,0,0,0,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,2,Intervention 1,4,100,0,1,0,0,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,2,Intervention 1,5,88,0,1,0,0,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,2,Intervention 1,6,50,0,1,0,0,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,2,Intervention 1,7,100,0,1,0,0,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,2,Intervention 1,8,100,0,1,0,0,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,2,Probe,10,44,0,0,0,0,0,0,1,0,0
Jitendra & Hoff (1996),6,1,1,2,Intervention 2,16,100,0,0,0,1,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,2,Intervention 2,17,100,0,0,0,1,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,2,Intervention 2,18,75,0,0,0,1,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,2,Intervention 2,19,100,0,0,0,1,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,2,Intervention 2,20,100,0,0,0,1,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,2,Probe,21,89,0,0,0,0,0,0,1,0,0
Jitendra & Hoff (1996),6,1,1,2,Probe,22,56,0,0,0,0,0,0,1,0,0
Jitendra & Hoff (1996),6,1,1,2,Probe,23,94,0,0,0,0,0,0,1,0,0
Jitendra & Hoff (1996),6,1,1,2,Maintenance,24,80,0,0,0,0,0,0,0,1,0
Jitendra & Hoff (1996),6,1,1,2,Maintenance,25,95,0,0,0,0,0,0,0,1,0
Jitendra & Hoff (1996),6,1,1,3,Baseline 1,1,35,1,0,0,0,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,3,Baseline 1,2,20,1,0,0,0,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,3,Baseline 1,3,28,1,0,0,0,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,3,Intervention 1,4,100,0,1,0,0,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,3,Intervention 1,5,100,0,1,0,0,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,3,Intervention 1,6,67,0,1,0,0,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,3,Intervention 1,7,100,0,1,0,0,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,3,Intervention 1,8,100,0,1,0,0,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,3,Probe,10,38,0,0,0,0,0,0,1,0,0
Jitendra & Hoff (1996),6,1,1,3,Intervention 2,21,89,0,0,0,1,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,3,Intervention 2,22,86,0,0,0,1,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,3,Intervention 2,23,99,0,0,0,1,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,3,Intervention 2,24,99,0,0,0,1,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,3,Intervention 2,25,100,0,0,0,1,0,0,0,0,0
Jitendra & Hoff (1996),6,1,1,3,Probe,26,87,0,0,0,0,0,0,1,0,0
Jitendra & Hoff (1996),6,1,1,3,Probe,27,87,0,0,0,0,0,0,1,0,0
Jitendra & Hoff (1996),6,1,1,3,Probe,28,94,0,0,0,0,0,0,1,0,0
Jitendra & Hoff (1996),6,1,1,3,Maintenance,29,75,0,0,0,0,0,0,0,1,0
Jitendra & Hoff (1996),6,1,1,3,Maintenance,30,87,0,0,0,0,0,0,0,1,0
Liu & Xin (2017),7,1,1,1,Baseline 1,1,33,1,0,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,1,Baseline 1,2,25,1,0,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,1,Baseline 1,3,42,1,0,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,1,Baseline 1,4,17,1,0,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,1,Baseline 1,5,0,1,0,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,1,Intervention 1,6,58,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,1,Intervention 1,7,42,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,1,Intervention 1,8,50,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,1,Intervention 1,9,58,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,1,Intervention 1,10,67,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,1,Intervention 1,11,75,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,1,Intervention 1,12,75,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,1,Probe,13,83,0,0,0,0,0,0,1,0,0
Liu & Xin (2017),7,1,1,1,Probe,14,83,0,0,0,0,0,0,1,0,0
Liu & Xin (2017),7,1,1,1,Probe,15,50,0,0,0,0,0,0,1,0,0
Liu & Xin (2017),7,1,1,1,Maintenance,18,67,0,0,0,0,0,0,0,1,0
Liu & Xin (2017),7,1,1,1,Maintenance,19,50,0,0,0,0,0,0,0,1,0
Liu & Xin (2017),7,1,1,1,Maintenance,20,83,0,0,0,0,0,0,0,1,0
Liu & Xin (2017),7,1,1,2,Baseline 1,1,0,1,0,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,2,Baseline 1,3,0,1,0,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,2,Baseline 1,4,0,1,0,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,2,Baseline 1,5,8,1,0,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,2,Baseline 1,6,0,1,0,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,2,Intervention 1,7,42,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,2,Intervention 1,8,33,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,2,Intervention 1,9,67,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,2,Intervention 1,10,58,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,2,Intervention 1,11,75,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,2,Intervention 1,12,75,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,2,Intervention 1,13,83,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,2,Intervention 1,14,75,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,2,Probe,15,75,0,0,0,0,0,0,1,0,0
Liu & Xin (2017),7,1,1,2,Probe,16,58,0,0,0,0,0,0,1,0,0
Liu & Xin (2017),7,1,1,2,Probe,17,67,0,0,0,0,0,0,1,0,0
Liu & Xin (2017),7,1,1,2,Maintenance,19,50,0,0,0,0,0,0,0,1,0
Liu & Xin (2017),7,1,1,2,Maintenance,20,75,0,0,0,0,0,0,0,1,0
Liu & Xin (2017),7,1,1,2,Maintenance,21,83,0,0,0,0,0,0,0,1,0
Liu & Xin (2017),7,1,1,3,Baseline 1,1,0,1,0,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,3,Baseline 1,3,0,1,0,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,3,Baseline 1,5,0,1,0,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,3,Baseline 1,6,0,1,0,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,3,Baseline 1,7,0,1,0,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,3,Intervention 1,8,25,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,3,Intervention 1,9,33,0,1,0,0,0,0,0,0,0
