author_year,study,cluster,group,case,phase,session,outcome,B1,T1,B2,T2,T3,T4,P,M1,G1
Liu & Xin (2017),7,1,1,3,Intervention 1,10,8,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,3,Intervention 1,11,42,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,3,Intervention 1,12,42,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,3,Intervention 1,13,42,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,3,Intervention 1,14,42,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,3,Intervention 1,15,75,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,3,Intervention 1,16,83,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,3,Intervention 1,17,100,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,3,Intervention 1,18,75,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,3,Intervention 1,19,75,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,3,Intervention 1,20,83,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,3,Intervention 1,21,83,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,1,1,3,Probe,22,83,0,0,0,0,0,0,1,0,0
Liu & Xin (2017),7,1,1,3,Probe,23,75,0,0,0,0,0,0,1,0,0
Liu & Xin (2017),7,1,1,3,Probe,24,83,0,0,0,0,0,0,1,0,0
Liu & Xin (2017),7,1,1,3,Maintenance,27,83,0,0,0,0,0,0,0,1,0
Liu & Xin (2017),7,1,1,3,Maintenance,28,50,0,0,0,0,0,0,0,1,0
Liu & Xin (2017),7,1,1,3,Maintenance,29,58,0,0,0,0,0,0,0,1,0
Liu & Xin (2017),7,2,1,1,Baseline 1,1,50,1,0,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,1,Baseline 1,2,42,1,0,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,1,Baseline 1,3,67,1,0,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,1,Baseline 1,4,25,1,0,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,1,Baseline 1,5,33,1,0,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,1,Intervention 1,6,100,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,1,Intervention 1,7,67,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,1,Intervention 1,8,83,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,1,Intervention 1,9,75,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,1,Intervention 1,10,75,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,1,Intervention 1,11,100,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,1,Intervention 1,12,100,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,1,Probe,13,100,0,0,0,0,0,0,1,0,0
Liu & Xin (2017),7,2,1,1,Probe,14,100,0,0,0,0,0,0,1,0,0
Liu & Xin (2017),7,2,1,1,Probe,15,100,0,0,0,0,0,0,1,0,0
Liu & Xin (2017),7,2,1,1,Maintenance,18,100,0,0,0,0,0,0,0,1,0
Liu & Xin (2017),7,2,1,1,Maintenance,19,100,0,0,0,0,0,0,0,1,0
Liu & Xin (2017),7,2,1,1,Maintenance,20,100,0,0,0,0,0,0,0,1,0
Liu & Xin (2017),7,2,1,2,Baseline 1,3,50,1,0,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,2,Baseline 1,4,25,1,0,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,2,Baseline 1,5,33,1,0,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,2,Baseline 1,6,33,1,0,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,2,Intervention 1,7,83,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,2,Intervention 1,8,67,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,2,Intervention 1,9,100,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,2,Intervention 1,10,100,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,2,Intervention 1,11,100,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,2,Intervention 1,12,92,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,2,Intervention 1,13,100,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,2,Intervention 1,14,100,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,2,Probe,15,100,0,0,0,0,0,0,1,0,0
Liu & Xin (2017),7,2,1,2,Probe,16,83,0,0,0,0,0,0,1,0,0
Liu & Xin (2017),7,2,1,2,Probe,17,100,0,0,0,0,0,0,1,0,0
Liu & Xin (2017),7,2,1,2,Maintenance,19,100,0,0,0,0,0,0,0,1,0
Liu & Xin (2017),7,2,1,2,Maintenance,20,100,0,0,0,0,0,0,0,1,0
Liu & Xin (2017),7,2,1,2,Maintenance,21,100,0,0,0,0,0,0,0,1,0
Liu & Xin (2017),7,2,1,3,Baseline 1,5,8,1,0,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,3,Baseline 1,6,0,1,0,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,3,Baseline 1,7,0,1,0,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,3,Intervention 1,8,33,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,3,Intervention 1,9,67,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,3,Intervention 1,10,67,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,3,Intervention 1,11,83,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,3,Intervention 1,12,100,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,3,Intervention 1,13,100,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,3,Intervention 1,14,67,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,3,Intervention 1,15,100,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,3,Intervention 1,16,100,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,3,Intervention 1,17,100,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,3,Intervention 1,18,100,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,3,Intervention 1,19,100,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,3,Intervention 1,20,83,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,3,Intervention 1,21,100,0,1,0,0,0,0,0,0,0
Liu & Xin (2017),7,2,1,3,Probe,22,100,0,0,0,0,0,0,1,0,0
Liu & Xin (2017),7,2,1,3,Probe,23,100,0,0,0,0,0,0,1,0,0
Liu & Xin (2017),7,2,1,3,Probe,24,100,0,0,0,0,0,0,1,0,0
Liu & Xin (2017),7,2,1,3,Maintenance,27,100,0,0,0,0,0,0,0,1,0
Liu & Xin (2017),7,2,1,3,Maintenance,28,100,0,0,0,0,0,0,0,1,0
Liu & Xin (2017),7,2,1,3,Maintenance,29,100,0,0,0,0,0,0,0,1,0
Maccini & Hughes (2000),8,1,1,1,Baseline 1,1,3,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,1,1,Baseline 1,4,3,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,1,1,Baseline 1,7,61,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,1,1,Baseline 1,11,3,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,1,1,Intervention 1,15,99,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,1,1,Intervention 1,23,98,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,1,1,Intervention 2,26,89,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,1,1,1,Intervention 2,33,100,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,1,1,1,Intervention 3,38,100,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,1,1,1,Intervention 3,46,91,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,1,1,1,Generalization,54,83,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,1,1,1,Generalization,62,50,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,1,1,2,Baseline 1,1,73,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,1,2,Baseline 1,4,73,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,1,2,Baseline 1,7,14,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,1,2,Baseline 1,9,100,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,1,2,Baseline 1,14,49,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,1,2,Intervention 1,40,91,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,1,2,Intervention 1,53,100,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,1,2,Intervention 2,57,82,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,1,1,2,Intervention 2,64,83,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,1,1,2,Intervention 3,67,91,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,1,1,2,Intervention 3,73,100,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,1,1,2,Generalization,80,61,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,1,1,2,Generalization,87,39,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,1,1,3,Baseline 1,1,50,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,1,3,Baseline 1,4,75,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,1,3,Baseline 1,8,18,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,1,3,Baseline 1,13,18,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,1,3,Baseline 1,17,20,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,1,3,Intervention 1,87,98,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,1,3,Intervention 1,98,98,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,1,3,Intervention 2,102,90,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,1,1,3,Intervention 2,109,82,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,1,1,3,Intervention 3,113,81,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,1,1,3,Intervention 3,119,100,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,1,1,3,Generalization,123,60,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,1,1,3,Generalization,129,65,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,1,2,4,Baseline 1,1,11,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,2,4,Baseline 1,5,20,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,2,4,Baseline 1,9,36,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,2,4,Baseline 1,12,21,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,2,4,Intervention 1,15,82,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,2,4,Intervention 1,22,100,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,2,4,Intervention 2,26,99,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,1,2,4,Intervention 2,34,99,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,1,2,4,Intervention 3,37,98,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,1,2,4,Intervention 3,46,98,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,1,2,4,Generalization,53,47,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,1,2,4,Generalization,61,21,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,1,2,5,Baseline 1,1,51,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,2,5,Baseline 1,4,4,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,2,5,Baseline 1,7,4,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,2,5,Baseline 1,10,3,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,2,5,Baseline 1,14,3,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,2,5,Intervention 1,42,91,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,2,5,Intervention 1,53,82,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,2,5,Intervention 2,57,100,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,1,2,5,Intervention 2,64,100,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,1,2,5,Intervention 3,68,91,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,1,2,5,Intervention 3,75,100,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,1,2,5,Generalization,81,70,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,1,2,5,Generalization,88,50,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,1,2,6,Baseline 1,1,29,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,2,6,Baseline 1,4,49,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,2,6,Baseline 1,7,56,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,2,6,Baseline 1,13,57,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,2,6,Baseline 1,19,57,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,2,6,Intervention 1,87,92,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,2,6,Intervention 1,98,99,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,1,2,6,Intervention 2,103,83,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,1,2,6,Intervention 2,109,88,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,1,2,6,Intervention 3,112,100,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,1,2,6,Intervention 3,119,100,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,1,2,6,Generalization,124,82,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,1,2,6,Generalization,129,95,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,2,1,1,Baseline 1,1,31,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,1,1,Baseline 1,4,54,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,1,1,Baseline 1,7,56,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,1,1,Baseline 1,11,57,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,1,1,Intervention 1,15,96,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,1,1,Intervention 1,23,97,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,1,1,Intervention 2,26,97,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,2,1,1,Intervention 2,33,96,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,2,1,1,Intervention 3,38,95,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,2,1,1,Intervention 3,46,87,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,2,1,1,Generalization,54,89,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,2,1,1,Generalization,62,56,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,2,1,2,Baseline 1,1,65,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,1,2,Baseline 1,4,66,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,1,2,Baseline 1,7,35,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,1,2,Baseline 1,9,100,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,1,2,Baseline 1,14,58,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,1,2,Intervention 1,40,87,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,1,2,Intervention 1,53,97,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,1,2,Intervention 2,57,93,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,2,1,2,Intervention 2,64,98,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,2,1,2,Intervention 3,67,86,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,2,1,2,Intervention 3,73,99,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,2,1,2,Generalization,80,70,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,2,1,2,Generalization,87,49,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,2,1,3,Baseline 1,1,24,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,1,3,Baseline 1,4,25,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,1,3,Baseline 1,8,50,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,1,3,Baseline 1,13,100,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,1,3,Baseline 1,17,100,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,1,3,Intervention 1,87,92,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,1,3,Intervention 1,98,96,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,1,3,Intervention 2,102,96,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,2,1,3,Intervention 2,109,87,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,2,1,3,Intervention 3,113,88,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,2,1,3,Intervention 3,119,98,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,2,1,3,Generalization,123,71,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,2,1,3,Generalization,129,62,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,2,2,4,Baseline 1,1,85,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,2,4,Baseline 1,5,14,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,2,4,Baseline 1,9,27,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,2,4,Baseline 1,12,12,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,2,4,Intervention 1,15,88,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,2,4,Intervention 1,22,93,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,2,4,Intervention 2,26,96,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,2,2,4,Intervention 2,34,96,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,2,2,4,Intervention 3,37,92,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,2,2,4,Intervention 3,46,92,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,2,2,4,Generalization,53,73,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,2,2,4,Generalization,61,40,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,2,2,5,Baseline 1,1,57,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,2,5,Baseline 1,4,56,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,2,5,Baseline 1,7,68,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,2,5,Baseline 1,10,52,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,2,5,Baseline 1,14,62,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,2,5,Intervention 1,42,87,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,2,5,Intervention 1,53,87,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,2,5,Intervention 2,57,99,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,2,2,5,Intervention 2,64,98,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,2,2,5,Intervention 3,68,95,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,2,2,5,Intervention 3,75,100,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,2,2,5,Generalization,81,77,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,2,2,5,Generalization,88,74,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,2,2,6,Baseline 1,1,23,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,2,6,Baseline 1,4,56,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,2,6,Baseline 1,7,77,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,2,6,Baseline 1,13,67,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,2,6,Baseline 1,19,96,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,2,6,Intervention 1,87,89,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,2,6,Intervention 1,98,92,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,2,2,6,Intervention 2,103,92,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,2,2,6,Intervention 2,109,82,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,2,2,6,Intervention 3,112,96,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,2,2,6,Intervention 3,119,93,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,2,2,6,Generalization,124,64,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,2,2,6,Generalization,129,91,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,3,1,1,Baseline 1,1,1,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,1,1,Baseline 1,4,1,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,1,1,Baseline 1,7,23,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,1,1,Baseline 1,11,1,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,1,1,Intervention 1,15,100,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,1,1,Intervention 1,23,92,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,1,1,Intervention 2,27,92,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,3,1,1,Intervention 2,34,99,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,3,1,1,Intervention 3,38,100,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,3,1,1,Intervention 3,46,94,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,3,1,1,Generalization,53,65,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,3,1,1,Generalization,62,56,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,3,1,2,Baseline 1,1,6,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,1,2,Baseline 1,4,60,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,1,2,Baseline 1,8,98,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,1,2,Baseline 1,12,25,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,1,2,Baseline 1,14,12,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,1,2,Intervention 1,42,97,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,1,2,Intervention 1,54,81,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,1,2,Intervention 2,58,81,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,3,1,2,Intervention 2,65,81,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,3,1,2,Intervention 3,68,100,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,3,1,2,Intervention 3,75,96,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,3,1,2,Generalization,80,44,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,3,1,2,Generalization,88,30,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,3,1,3,Baseline 1,1,24,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,1,3,Baseline 1,4,76,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,1,3,Baseline 1,7,35,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,1,3,Baseline 1,14,51,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,1,3,Baseline 1,17,34,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,1,3,Intervention 1,87,92,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,1,3,Intervention 1,98,91,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,1,3,Intervention 2,102,83,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,3,1,3,Intervention 2,108,94,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,3,1,3,Intervention 3,112,92,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,3,1,3,Intervention 3,118,84,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,3,1,3,Generalization,123,75,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,3,1,3,Generalization,130,54,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,3,2,4,Baseline 1,2,10,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,2,4,Baseline 1,5,35,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,2,4,Baseline 1,8,36,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,2,4,Baseline 1,12,20,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,2,4,Intervention 1,15,99,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,2,4,Intervention 1,23,90,0,1,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,2,4,Intervention 2,26,92,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,3,2,4,Intervention 2,34,91,0,0,0,1,0,0,0,0,0
Maccini & Hughes (2000),8,3,2,4,Intervention 3,38,99,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,3,2,4,Intervention 3,46,91,0,0,0,0,1,0,0,0,0
Maccini & Hughes (2000),8,3,2,4,Generalization,52,85,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,3,2,4,Generalization,62,63,0,0,0,0,0,0,0,0,1
Maccini & Hughes (2000),8,3,2,5,Baseline 1,1,26,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,2,5,Baseline 1,4,2,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,2,5,Baseline 1,8,2,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,2,5,Baseline 1,11,2,1,0,0,0,0,0,0,0,0
Maccini & Hughes (2000),8,3,2,5,Baseline 1,14,2,1,0,0,0,0,0,0,0,0
